uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
507b7d6480a6d122df838a953f54adb5,     Por Claudio Caprarulo   En abril se terminó la paz cambiaria que había llegado con el aporte neto de u$s6.752 millones del FMI y los dólares paralelos volvieron a cotizar 80 por ciento por encima del oficial.,Terminó la pax cambiaria justo en el momento de acumular dólares,https://www.ambito.com/finanzas/dolar/termino-la-pax-cambiaria-justo-el-momento-acumular-es-n5429043,ambito,www.ambito.com,7,19
78f4a60884b7318b5c80b457088ce655,"     Por Salvador Di Stéfano     La suba del dólar blue no parece que pueda sostenerse en los próximos 90 días, un aluvión de vencimientos impositivos, el Estado que se convierte en una aspiradora de fondos y altas tasas de interés lo mantendrán planchado. Hay que comprar cuando la brecha está cerca del 70% y vender con brecha por encima del 100%. ",Por qué el dólar blue no podrá sostenerse en los niveles actuales,https://www.ambito.com/finanzas/dolar/por-que-el-blue-no-podra-sostenerse-los-niveles-actuales-n5426044,ambito,www.ambito.com,6,28
5de45b4da5ad7b37c1b31a6f04a24238,"   Apple y Google están recibiendo fuertes embestidas por parte de la Unión Europea por ""posición dominante"". Google, una unidad de Alphabet, pidió al segundo tribunal más importante de Europa que desestime una multa de 1.490 millones de euros (u$s1600 millones) impuesta por los reguladores antimonopolio hace tres años por obstaculizar a sus rivales en la publicidad de las búsqueda en línea. En el mismo orden, la Comisión Europea acusó a Apple de restringir a través de Apple Pay, el acceso a sus competidores a tecnología clave para ofrecer servicios de pago en Iphone o Ipad. De qué se trata.","¿Se vienen las sanciones?: Apple y Google acusados de ""posición dominante"" y obstaculizar a sus rivales",https://www.ambito.com/negocios/apple/se-vienen-las-sanciones-y-google-acusados-posicion-dominante-y-obstaculizar-sus-rivales-n5429544,ambito,www.ambito.com,9,55
5b7795cb3d25e8b7c03dfbce628f2934,"     Por Emilse Córdoba   La economía argentina se mueve en ciclos y eso permite discrepancias de precio y valor en las que los inversores podemos hacer una diferencia. A río revuelto, ganancia de pescadores, diría mi abuela.","¿Dólar, bonos, acciones? En qué invertir luego de que pase la confusión ",https://www.ambito.com/finanzas/inversiones/dolar-bonos-acciones-que-invertir-luego-que-pase-la-confusion-n5427740,ambito,www.ambito.com,6,19
4698025a7d9189e83be33ad0687f0646,"   La inflación de abril no viene bien. No esperamos una baja pronunciada, eso ocurrirá en mayo, confirmó este sábado el ministro de Desarrollo Productivo, Matías Kulfas, en una entrevista radial, en la que también dijo que desde hace un rato largo me preocupa la inflación. Es un problema que lleva 15 años.","El Gobierno admite que ""la inflación de abril no viene bien"" y que no esperan ""una baja pronunciada""",https://www.ambito.com/economia/inflacion/el-gobierno-admite-que-la-abril-no-viene-bien-y-que-no-esperan-una-baja-pronunciada-n5428677,ambito,www.ambito.com,9,25
42b938fd355052ac529bcad73c749967,"     Por José Siaba Serrate    Periodista: Después de un castigo tan duro y prolongado, y cuando el pesimismo es la regla en Wall Street, uno esperaría la sorpresa de un rebote a contramano, y fuerte. Se intentó un par de veces y en ambas fracasó sin pena ni gloria. ¿Vamos rumbo a una capitulación? ",Diálogos de Wall Street,https://www.ambito.com/economia/wall-street/dialogos-n5425772,ambito,www.ambito.com,3,27
09f0e4c3b591b1d9b885d8ae786263f0,  La minería de criptomonedas sube su popularidad día a día en Argentina a medida que los activos digitales ganan protagonismo en la vida diaria de los argentinos que buscan ahorrar sin límites ni cepos.,Criptomonedas: ¿Es posible minar con el celular?,https://www.ambito.com/finanzas/criptomonedas/es-posible-minar-el-celular-n5429614,ambito,www.ambito.com,4,19
15a0322f2c1664bbbd8ebd38720174e4,  Organizaciones sociales y políticas conmemoraron este domingo el Día del Trabajador con actos y movilizaciones en la ciudad de Buenos Aires.,"Día del Trabajador: movimientos sociales pidieron avanzar en ""los derechos que faltan""",https://www.ambito.com/politica/trabajadores/dia-del-trabajador-movimientos-sociales-pidieron-avanzar-los-derechos-que-faltan-n5429045,ambito,www.ambito.com,8,12
eb59e784f1b2a9d4e89d6946040f4629,"  El presidente Alberto Fernández manifestó hoy su ""reconocimiento más sincero"" y su ""eterna gratitud"" a las Madres de Plaza de Mayo, sobre quienes destacó que ""miraron el terror a los ojos"", al cumplirse 45 años de la primera ronda que realizaron para reclamar sobre el paradero de sus hijos e hijas, secuestrados durante la dictadura cívico militar.","Alberto Fernández, a las Madres de Plaza de Mayo: ""Mi sincero reconocimiento y mi eterna gratitud""",https://www.ambito.com/politica/alberto-fernandez/las-madres-plaza-mayo-mi-sincero-reconocimiento-y-mi-eterna-gratitud-n5428747,ambito,www.ambito.com,9,29
9e5939c7a0531191179ea9fbbb561bef,"  Este pasado sábado, en Las Vegas, se llevó a cabo uno de los eventos más convocantes del mundo del boxeo en lo que va del año. La cartelera que encabezaron Oscar Valdez y Sakhur Stevenson tuvo como co-estelar la presencia de Nico Ali Walsh, nieto de nada menos que Muhammad Ali.",El nieto de Muhammad Ali se lució con un impactante nocaut en Las Vegas,https://www.ambito.com/deportes/boxeo/el-nieto-muhammad-ali-se-lucio-un-impactante-nocaut-las-vegas-n5429603,ambito,www.ambito.com,7,25
ed8f1b2ebb69cc25d2f15fd472467a6f,  A partir de mayo comienza el pago del bono de $18.000 confirmado por el por Gobierno. Mientras tanto la Administración Nacional de la Seguridad Social (ANSES) comienza con el calendario de pagos del mes para todos las prestaciones y programas.,Tarjeta Alimentar: fechas de pago para beneficiarios de AUH y AUE consultá cuándo cobrás con tu DNI,https://www.ambito.com/informacion-general/auh/tarjeta-alimentar-fechas-pago-beneficiarios-y-aue-consulta-cuando-cobras-tu-dni-n5429481,ambito,www.ambito.com,11,19
d3b702a4f769342b8934191788d783ea,"  El dólar hoy -sin los impuestos- opera estable este lunes a 2 de mayo de $120,64 para la venta, de acuerdo al promedio en los principales bancos del sistema financiero, mientras que en el Banco Nación el billete se mantiene sin cambios a $119,75 para la venta.",Dólar hoy: a cuánto cotiza este lunes 2 de mayo de 2022,https://www.ambito.com/finanzas/dolar/hoy-cuanto-cotiza-este-lunes-2-mayo-2022-n5429306,ambito,www.ambito.com,6,20
4751041f93f5e6d6664829031b6cdfce,"     Por Gonzalo J. Zanotti  gzanotti@ambito.com.ar  @gonazanotti   Con el objetivo de impulsar el consumo sustentable, un grupo de emprendedores de Tucumán creó CIRCCLO, una empresa enfocada en la reutilización de envases de uso diario. La propuesta le permite al consumidor ahorrar hasta un 40% en el precio final al pagar solamente por el contenido del producto y evitar de esta manera abonar el packaging cada vez que compra. Ahora buscan escalar el proyecto con nueva tecnología para expandirse por el país y al exterior. ",De Tucumán a la Expo Dubai: la startup CIRCCLO quiere terminar con los envases de un solo uso y esta es su propuesta,https://www.ambito.com/negocios/consumo/de-tucuman-la-expo-dubai-la-startup-circclo-quiere-terminar-los-envases-un-solo-uso-y-esta-es-su-propuesta-n5429437,ambito,www.ambito.com,11,45
96046f018d17a36c0109cbf493905bf5,   La pandemia de coronavirus ya superó la barrera de los dos años y aun así todavía continúan las restricciones en algunas partes del mundo. ,Covid-19: estos destinos aún siguen cerrados al turismo después de la pandemia,https://www.ambito.com/informacion-general/coronavirus/covid-19-estos-destinos-aun-siguen-cerrados-al-turismo-despues-la-pandemia-n5429503,ambito,www.ambito.com,7,13
c1d6610d5cb0cdceb6b45552e91d87bd,"  El presidente Alberto Fernández presentará a las 15 en el Parque Colón de Casa Rosada el proyecto de ley ""Cuidar en Igualdad"" para la creación del Sistema Integral de Políticas de Cuidados de Argentina.",Alberto Fernández presenta el proyecto que amplía las licencias por maternidad y paternidad,https://www.ambito.com/politica/alberto-fernandez/presenta-el-proyecto-que-amplia-las-licencias-maternidad-y-paternidad-n5429520,ambito,www.ambito.com,8,18
bbf048d144c075e3b557f9fc0da981df,"   Según precisó Check Point Research (CPR), la mayoría de los teléfonos celulares con dispositivo Android se encuentran bajo amenaza por una falla que existe hace más de 10 años, pero que recién en los últimos días se dio a conocer. ",Especialistas revelan la existencia de una falla que afecta a la mayoría de los celulares del mundo,https://www.ambito.com/informacion-general/celulares/especialistas-revelan-la-existencia-una-falla-que-afecta-la-mayoria-los-del-mundo-n5429205,ambito,www.ambito.com,8,23
ee2c98fccba88f85bfd5936585b4d34e,"   El base marplatense Luca Vildoza jugó el último minuto y 12 segundos del primer partido de la serie semifinal de la Conferencia Este en que su equipo, el vigente campeón de la NBA, Milwaukee Bucks, le ganó como visitante a Boston Celtics por 101 a 89, en partido desarrollado esta noche en el TD Garden.","Con un minuto de Vildoza, el campeón pisó fuerte en Boston ",https://www.ambito.com/deportes/vildoza/con-un-minuto-el-campeon-piso-fuerte-boston-n5429117,ambito,www.ambito.com,6,28
2144c871ebad4221f11751219914fa52,"     Por Liliana Franco   El sector comercio y servicios creció algo más de 7% en el primer bimestre del año, comparado con los mismos meses de 2021, pero todavía está más de 5% por debajo del pico de 2018, es decir la recuperación es parcial y heterogénea, afirmó Natalio Mario Grinman, presidente de la Cámara Argentina de Comercio y Servicios (CAC). ","Grinman: ""La renta inesperada es una iniciativa negativa""",https://www.ambito.com/economia/comercio/grinman-la-renta-inesperada-es-una-iniciativa-negativa-n5428973,ambito,www.ambito.com,5,28
87c874c8e0fa96e97990d52ab910d04f,"  Mientras ANSES continúa con la inscripción abierta para el cobro del nuevo bono de $18.000 -similar al IFE- para trabajadores no registrados y empleadas domésticas, el Banco Nación informó que ""debido a razones ajenas a la Institución, el proceso de alta de nuevos clientes a través de su aplicación BNA+ opera con incidencias técnicas"".",Nuevo IFE de ANSES: Banco Nación informó un problema con BNA+ ,https://www.ambito.com/informacion-general/anses/nuevo-ife-banco-nacion-informo-un-problema-bna-n5429547,ambito,www.ambito.com,7,28
cdfbd19aa88f255e43e9b88b93b0a0cd,"     Por Carlos Lamiral    Mientras el presidente Alberto Fernández decía días atrás que la primera preocupación de su gobierno era que no faltaran dólares para sostener la actividad productiva, datos del balance cambiario del Banco Central indican que en marzo pasado la entidad monetaria vendió una de las cantidades más altas de divisas para la importación de bienes desde diciembre de 2013.  ","Las ventas de dólares a importadores crecieron 36,8% en marzo",https://www.ambito.com/economia/divisas/las-ventas-dolares-importadores-crecieron-368-marzo-n5429243,ambito,www.ambito.com,5,34
c7c849ba952753114d7327536c2b2793,"  Seguro que en varias ocasiones has recibido un mensaje por WhatsApp y lo han borrado instantáneamente: ""Se eliminó este mensaje"". Lo cierto es que aunque la otra persona no puede saber de ninguna forma el contenido del mismo, existen aplicaciones capaces de recuperar estos mensajes. ",WhatsApp: cómo ver los mensajes eliminados,https://www.ambito.com/informacion-general/whatsapp/como-ver-los-mensajes-eliminados-n5429509,ambito,www.ambito.com,5,24
c88f680a0310b56b3b38112177bf6e67,"  La Secretaría de Comercio Interior envió este domingo un requerimiento de información a las empresas Guerrini, Bridgestone, Corral, FATE, Fortalein S.A., Neumasur, Larocca y Pirelli, solicitando a cada una de estas firmas que remitan datos sobre producción, precios de salida de fábrica, de venta a distribuidores como así también costos de producción y comercialización. ",El Gobierno intimó a fabricantes de neumáticos a trasparentar costos de producción,https://www.ambito.com/economia/precios/el-gobierno-intimo-fabricantes-neumaticos-trasparentar-costos-produccion-n5429350,ambito,www.ambito.com,7,31
93b18b854dfbb179482f170b74fccdac,"   El piloto Agustín Canapino, con Chevrolet, se quedó hoy con la final del TC2000 en la ciudad entrerriana de Concordia, donde Bernardo Llaver le dio el 1-2 al equipo al ubicarse como escolta y Matías Milla, de Renault, completó el podio. ",Agustín Canapino triunfó y se quedó con la final del TC2000 en Concordia,https://www.ambito.com/deportes/canapino/agustin-triunfo-y-se-quedo-la-final-del-tc2000-concordia-n5429191,ambito,www.ambito.com,6,21
6bf67b62241a9e6124ce1d5e0a059241,"   El argentino Franco Girolami, con Audi, se llevó hoy un gran triunfo en la segunda carrera del TCR Europeo de automovilismo del fin de semana, correspondiente a la primera fecha del campeonato que se corrió en el autódromo de Algarve, Portimao, Portugal. ",El argentino Franco Girolami logró un gran triunfo en el TCR Europeo,https://www.ambito.com/deportes/automovilismo/el-argentino-franco-girolami-logro-un-gran-triunfo-el-tcr-europeo-n5429135,ambito,www.ambito.com,8,24
66ae328a45836c8e01476e8379c7b927,"         Por Gabriel Morini     El gobernador de Formosa Gildo Insfrán fue sobreseído definitivamente por la Justicia en un desprendimiento de la denominada causa Ciccone, en donde se investigaba un posible delito en la reestructuración de la deuda pública de esa provincia. En dos fallos sucesivos a los que tuvo acceso Ámbito, el juez Marcelo López Picabea, a cargo del Juzgado de Instrucción y Correccional N°4 estableció, luego de casi una década de iniciada la causa y tras la recolección de todas las pruebas posibles, que no hubo delito alguno en la operatoria del mandatario provincial respecto a sus gestiones ante autoridades nacionales y que tampoco existió una intermediación para tal fin, a través de la contratación como consultora de la firma The Old Fund, que tenía como cabeza visible al polémico arrepentido Alejandro Vandenbroele. Para la justicia, no hubo irregularidad alguna en los convenios firmados con Nación ni tampoco hubo objeciones a lo largo de los años- de parte de ningún organismo de control. Así, no solo el acuerdo de reestructuración fue legal, según se concluyó, sino que además, por el paso del tiempo, terminó siendo cumplido en todos sus términos por parte de la provincia.",Justicia sobreseyó a Insfrán por tramo pendiente del caso Ciccone,https://www.ambito.com/politica/gildo-insfran/justicia-sobreseyo-insfran-tramo-pendiente-del-caso-ciccone-n5429426,ambito,www.ambito.com,7,100
02fc269c459b46d7a07402ef5ee4fd87,"     Por Florencia Barragan   El Gobierno convocó a mineras y ambientalistas para lograr consensos para que avance la minería, actividad que podría triplicar sus exportaciones debido a la transición energética, pero que se encuentra prohibida en 7 provincias del país. El encuentro se da en medio de tensiones con los empresarios mineros por el impuesto a la renta inesperada y en medio de cambios dentro de la Secretaría de Minería, tras la salida del subsecretario, Andrés Vera.",Minería: Gobierno junta a empresarios y ambientalistas para destrabar la actividad,https://www.ambito.com/economia/mineria-gobierno-junta-empresarios-y-ambientalistas-destrabar-la-actividad-n5429301,ambito,www.ambito.com,7,40
e59f6cbbf4e1ae2a21f8c652cc6b73f4,"     Por Pablo Tigani   Ya no es posible que los depositantes sean argentinos y los receptores del crédito empresas extranjeras que a su vez le venden a ciudadanos argentinos y luego envían sus utilidades a sus casas matrices. Necesitamos direccionar el crédito bancario. Antes de la RF 6/77, las empresas extranjeras debían fondearse con sus casas matrices o con sus bancos extranjeros. Lo que necesita el Ministerio de Economía y el BCRA es recalibrar la Ley de Entidades Financieras. ","El crédito, una limitación insostenible",https://www.ambito.com/opiniones/credito/el-una-limitacion-insostenible-n5426713,ambito,www.ambito.com,3,39
17793b018c27763723891c08bb55b349,"   Lionel Messi y sus hijos Thiago, Mateo y Ciro, sorprendieron a su mamá, Antonela Roccuzzo, por el Día de la Madre en Barcelona. ",La sorpresa de Messi y sus hijos a Antonela Roccuzzo por el Día de la Madre en España,https://www.ambito.com/deportes/messi/la-sorpresa-y-sus-hijos-antonela-roccuzzo-el-dia-la-madre-espana-n5429097,ambito,www.ambito.com,8,13
d4ed8d89324e4aa0c4b7653a8ed82d16,"  Las calles de Pergamino fueron testigo de un insólito hecho que quedó registrado en un video, cuando un hombre con muletas que pedía dinero en un semáforo se enfrentó a golpes con un motociclista que lo acusó de disimular su discapacidad. ","Pergamino: pedía limosnas en la calle y terminó a los ""muletazos""",https://www.ambito.com/informacion-general/redes-sociales/pergamino-pedia-limosnas-la-calle-y-termino-los-muletazos-n5429622,ambito,www.ambito.com,6,18
82de8f1f8fd2cdf89d104af5a76ac64b,"  El ministro de Economía, Martín Guzmán, advirtió este viernes que cada vez que Argentina tuvo un período en el cual hubo un crecimiento económico que no se distribuyó de forma razonable, no se pudo sostener en el tiempo. ","Guzmán habló sobre el impuesto a la renta inesperada y pidió a empresarios ""construir colectivamente""",https://www.ambito.com/politica/renta-inesperada/guzman-hablo-el-impuesto-la-y-pidio-empresarios-construir-colectivamente-n5428213,ambito,www.ambito.com,9,16
b5361d1b81d4d7f59ed5d7a83595d7b8,"  Tras el nuevo IFE confirmado, la Administración Nacional de la Seguridad Social ( ANSES), a cargo de Fernanda Raverta, confirmó el calendario de pagos del mes de mayo para jubilados, pensionados, Pensiones No Contributivas, titulares de la Asignación Universal por Hijo (AUH) y la Asignación por Embarazo, Asignaciones Familiares y de Pago Único (Matrimonio, Nacimiento y Adopción), Prestación por Desempleo y Progresar. ","Cuándo cobro ANSES: jubilaciones, pensiones, programas y otras prestaciones, para el lunes 2 de mayo de 2022",https://www.ambito.com/informacion-general/anses/cuando-cobro-jubilaciones-pensiones-programas-y-otras-prestaciones-el-lunes-2-mayo-2022-n5429113,ambito,www.ambito.com,9,38
16037436e0c303d8fc4e65141079c129,"  Sigue adelante la inscripción para el pago del bono de $18.000 confirmado por el Gobierno y la Administración Nacional de la Seguridad Social (ANSES) mantiene a disposición de sus beneficiarios un canal virtual para la gestión de trámites y para acceder a prestaciones sociales como la Asignación Universal por Hijo (AUH), la Asignación por Embarazo (AUE), Prestación por Desempleo, jubilaciones y pensiones, entre otras.",Clave de Seguridad Social de ANSES: cómo tramitarla para cobrar el bono de $18.000 y otros beneficios,https://www.ambito.com/informacion-general/anses/clave-seguridad-social-como-tramitarla-cobrar-el-bono-18000-y-otros-beneficios-n5429501,ambito,www.ambito.com,9,33
d71680d09fb0d76fea215f53eea45450,"  La diputada de Juntos por el Cambio (JxC) y exgobernadora bonaerense María Eugenia Vidal sostuvo hoy que ""es muy temprano para definir candidaturas"", al arribar a la provincia de Córdoba para participar de diferentes actividades.",Vidal pide no hablar de candidaturas mientras busca convencer a empresarios cordobeses,https://www.ambito.com/politica/maria-eugenia-vidal/vidal-pide-no-hablar-candidaturas-mientras-busca-convencer-empresarios-cordobeses-n5429532,ambito,www.ambito.com,9,20
